respondent_id,profile_id,rating
3,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
4,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
5,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
6,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
7,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",10
8,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
9,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
10,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
11,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
12,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
13,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
14,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
15,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
16,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
17,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
18,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",10
19,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",9
20,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
21,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",9
22,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
23,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",5
24,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",7
25,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
26,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
27,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
28,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
29,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",5
30,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
31,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
32,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
33,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
34,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",5
35,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
36,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
37,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
38,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
39,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
40,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",7
41,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
42,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
43,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
44,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
45,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
46,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
47,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
48,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",10
49,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
50,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",7
51,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
52,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
53,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
54,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",10
55,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
56,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
57,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",7
58,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
59,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
60,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
61,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",7
62,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",5
63,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
64,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",10
65,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
66,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
67,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
68,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
69,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
70,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
71,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
72,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
73,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
74,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
75,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
76,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
77,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
78,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",5
79,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
80,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
81,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
82,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",7
83,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",7
84,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",9
85,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
86,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
87,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
88,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
89,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
90,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
91,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
92,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",5
93,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
94,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
95,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
96,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
97,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
98,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
99,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
100,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
0,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
1,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
2,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",10
3,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
4,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
5,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
6,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",7
7,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
8,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
9,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
10,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",7
11,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",10
12,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
13,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
14,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
15,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
16,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
17,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
18,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
19,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",7
20,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",5
21,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",9
22,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",5
23,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
24,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
25,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
26,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",5
27,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
28,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
29,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
30,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",5
31,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
32,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",10
33,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
34,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
35,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
36,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",7
37,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
38,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
39,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",9
40,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
41,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
42,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
43,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
44,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
45,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",9
46,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
47,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
48,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",10
49,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
50,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
51,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
52,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
53,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
54,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
55,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
56,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
57,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
58,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
59,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
60,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
61,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
62,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
63,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
64,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
65,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
66,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
67,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
68,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
69,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
70,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
71,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
72,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",7
73,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",7
74,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
75,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
76,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
77,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
78,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
79,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
80,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
81,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",4
82,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",7
83,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
84,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",10
85,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
86,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",5
87,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",6
88,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
89,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
90,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
91,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
92,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
93,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",9
94,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
95,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
96,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",10
97,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",5
98,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",8
99,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",2
100,"Marka: Pepsi
Zawartość cukru: Pełnocukrowa
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
0,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",10
1,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",7
2,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",1
3,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",7
4,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",1
5,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",1
6,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",3
7,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",5
8,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",5
9,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",1
10,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",6
11,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",1
12,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",7
13,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",1
14,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",2
15,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",1
16,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",3
17,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",1
18,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",6
19,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",8
20,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",5
21,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",9
22,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",4
23,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",5
24,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Klasyczny  ",4
