respondent_id,profile_id,rating
16,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
17,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",5
18,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
19,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",7
20,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",4
21,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",5
22,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",3
23,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",5
24,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",7
25,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
26,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
27,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
28,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",4
29,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",4
30,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
31,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",4
32,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",2
33,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",4
34,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",5
35,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
36,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
37,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",3
38,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",8
39,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
40,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",8
41,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",3
42,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
43,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",3
44,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",2
45,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",2
46,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
47,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",2
48,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",10
49,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",2
50,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",6
51,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",6
52,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",7
53,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
54,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",8
55,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",4
56,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",5
57,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",7
58,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",2
59,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
60,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
61,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",7
62,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",4
63,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
64,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",9
65,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",4
66,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",8
67,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",8
68,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
69,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
70,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",6
71,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",2
72,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",6
73,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",7
74,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
75,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",3
76,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",4
77,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",3
78,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",3
79,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",6
80,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",7
81,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",2
82,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",6
83,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",4
84,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",4
85,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",2
86,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
87,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
88,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",5
89,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",3
90,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",2
91,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
92,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",5
93,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",2
94,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",2
95,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",6
96,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",1
97,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",3
98,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",7
99,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",2
100,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Puszka aluminiowa
Smak: Owocowy  ",3
0,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",4
1,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",5
2,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",5
3,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
4,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
5,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
6,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
7,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
8,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
9,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",4
10,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
11,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",10
12,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",8
13,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
14,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
15,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
16,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
17,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",3
18,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
19,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",6
20,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",4
21,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",7
22,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
23,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",5
24,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",8
25,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",7
26,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
27,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",3
28,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
29,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",5
30,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",5
31,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",4
32,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
33,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",3
34,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
35,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
36,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
37,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
38,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
39,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",7
40,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",5
41,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",5
42,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
43,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",4
44,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",8
45,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",6
46,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
47,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
48,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",10
49,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
50,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",7
51,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",5
52,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",4
53,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
54,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
55,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
56,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
57,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
58,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
59,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
60,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
61,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
62,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",8
63,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
64,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
65,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
66,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
67,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",8
68,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",3
69,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",10
70,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
71,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
72,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",5
73,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",7
74,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",8
75,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
76,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
77,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",7
78,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",10
79,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
80,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",10
81,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
82,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",7
83,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
84,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
85,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",6
86,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",3
87,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",6
88,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",3
89,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",8
90,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",9
91,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",1
92,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
93,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",8
94,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",4
95,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",5
96,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",10
97,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",5
98,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",4
99,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
100,"Marka: Marka rzemieślnicza
Zawartość cukru: Pełnocukrowa
Opakowanie: Plastikowa butelka
Smak: Waniliowy  ",2
0,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
1,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",3
2,"Marka: Marka własna supermarketu
Zawartość cukru: Zero cukru
Opakowanie: Szklana butelka
Smak: Owocowy  ",1
